1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0.26525198939,0,0,0.79575596817,0.26525198939,0.79575596817,0,0.26525198939,0.79575596817,0,0,1.59151193634,0.79575596817,4.50928381963,0,2.6525198939,0.26525198939,0.53050397878,0,0,0,0,0.26525198939,0,0,20.0,0.79575596817,0,0,0,0,0,0,0.26525198939,0,0,0,0.26525198939,4.77453580902,0,0,0,0,0,0,0,0.53050397878,2.91777188329,0,2.12201591512,0,0,0,0,0,0,0.53050397878,0.26525198939,0,0.26525198939,80.0,0,0,0,0.26525198939,0,0,0,0.26525198939,0,0,0,0.53050397878,0,0,0,0.26525198939,0,0,0,0.26525198939,0,0,0,0,0,0,0,0,0,0.26525198939,0,0,0,0.26525198939,0,0,0.53050397878,0,0,0,0.26525198939,0.79575596817,0,0,0,0,0,0,0,0,0,0,0.53050397878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26525198939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26525198939,0,0,0,0,0.26525198939,0,0,0,0,0,0,0,0,0,0,0.53050397878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53050397878,0,0,0,0,0.26525198939,0,0,ham
0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,1.80722891566,0.602409638554,1.80722891566,0,0,1.20481927711,0,0.602409638554,2.40963855422,1.20481927711,10.843373494,1.20481927711,6.02409638554,0,0,0,0,0,0.602409638554,0,0,0,0,0.602409638554,0.602409638554,0,0,0,0,0,0.602409638554,0,0,0,0,0,0.602409638554,0,0,0,0,0,0,0,1.80722891566,0,3.01204819277,0,0,0,0,0,0,1.20481927711,0,0,0,0,0,1.20481927711,0,0,0,0.602409638554,0,0,0,0,0,0,0,0,0,0,0.602409638554,0,0,0,0,0,0,0,0.602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602409638554,0,0.602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,1.24223602484,0.621118012422,1.24223602484,0,0.621118012422,0.621118012422,0,2.48447204969,0,1.24223602484,8.69565217391,0,4.96894409938,0,0.621118012422,0,0,0,1.86335403727,0,0,0,0,0,1.24223602484,0,0,0,0,0,0,0,0,0,0,0,1.24223602484,0,0,0,0.621118012422,0,0.621118012422,0.621118012422,1.24223602484,0,3.10559006211,0,0,0,0,0,2.48447204969,0.621118012422,0,0,0,0,0,0,0,0,0,0,0,0.621118012422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621118012422,0,0,1.24223602484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621118012422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24223602484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621118012422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,0.990099009901,0,0.990099009901,4.9504950495,0,0,0,0,0,0,0,0,0,0.990099009901,0,0,0,3.9603960396,0,0,0,100.0,0,0,0,0,0,0,0,1.9801980198,0,0,0,0.990099009901,0,0,0,0,0,0,0,0,0,0.990099009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990099009901,0,0.990099009901,0,0,0,0,0,0,0,0,0,0,0.990099009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990099009901,0,0,0,0,0,0,0,0,0,0,0,0.990099009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,0,0,0,0,0,0,0,0,0,1.28205128205,0,0,0,0,0,0,0,1.28205128205,0,1.28205128205,1.28205128205,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28205128205,0,0,0,1.28205128205,0,1.28205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0.510204081633,0.510204081633,0.510204081633,0,0.510204081633,0,0,1.02040816327,0.510204081633,0.510204081633,16.8367346939,0,8.16326530612,0,0.510204081633,0,0,0,0,0,0,0,100.0,0,0,0,0,1.02040816327,0,0,0,0,0,0,0.510204081633,0,0,0,0,0,1.02040816327,0,0,0,0,0,1.02040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510204081633,0,0,0,0,0,0,0,0,0,0,0,0,0.510204081633,0,0,0.510204081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510204081633,0,0.510204081633,0,0,0,0,0,0,1.5306122449,0,0,0,0,0,0,1.02040816327,0,0,0,0,0,0,0,0,0,0,0.510204081633,0,0,0,0,0,0,0.510204081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
0,0,0,0,0,0,1.42857142857,2.85714285714,0,0,0,0.357142857143,0,0,0.714285714286,0,0,0,0,0,0,1.42857142857,0,0,0,62.5,0,0,1.42857142857,0,0.714285714286,0,0,0,0,0,0,0,0,0.714285714286,0,0,0,0,0,0,0,0,0,0,0,0.714285714286,0,0,0,0.357142857143,0,0,0,0,37.5,0,0.357142857143,1.42857142857,0,1.42857142857,0,0,0,0,0,0,0,0,0.357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857143,ham
