1777.9,380.91,3.5276,57.951,5.0408,-12.245,-10.318,-3.7161,4.8625,-6.9726,-2.7889,2.5683,-2.9744,1.1463,-2.661,0.58624,1.6422,-0.37468,-1.9509,2.2326,-0.75463,2.4864,-1.8967,-2.0767,1.7264,0.83389,-0.13564,0.91833,-0.52513,-0.74723,0.95913,0.9354,-1.3753,-0.14333,0.55113,-0.79499,-1.0676,-0.61815,-0.46683,0.74788,0.45638,-0.56533,-1.3246,1.1075,-1.4146,-0.25848,-0.65859,-0.38767,-0.059078,0.069299,-0.60648,0.21359,-0.24494,0.67807,-1.0404,0.33097,-0.0038541,0.26498,0.17817,0.17069,0.081144,-0.72889,0.28079,-0.06413,0.22471,-0.20908,0.22711,-0.22885,0.34539,-0.30389,-0.64499,0.1276,-0.8637,-0.59291,-0.22504,-0.031906,-0.60905,-0.24258,0.30536,0.052635,-0.21107,0.245,0.25943,-0.35452,-0.20465,0.69066,0.27784,0.13022,0.11084,-0.42825,0.44694,0.027014,-0.076616,-0.073898,-0.38004,0.25043,0.093481,0.38833,0.75443,0.024413,0.24721,0.10129,0.16702,0.16593,0.39033,0.20547,0.22045,-0.12524,-0.12028,-0.18054,-0.21557,0.18904,-0.10722,0.051949,-0.065054,-0.39043,-0.27227,-0.29232,0.51877,0.097019
380.91,650.37,-103.3,-36.928,0.5448,-3.0044,0.72764,-1.6575,2.3962,-1.9764,1.036,-0.85644,-0.14855,-0.69907,-0.3818,0.46505,0.36448,-0.78888,-0.31536,-1.0862,-0.48592,-0.19819,1.6451,1.491,-0.27865,-0.28211,0.028194,0.15418,-0.11254,0.41099,-0.25562,-0.45823,0.37954,-0.42253,0.045715,0.44344,0.69911,-0.0048134,-0.25733,0.23326,0.19832,-0.63945,-0.42661,-0.07037,-0.81046,-0.17271,-0.016616,-0.068346,-0.42555,0.44705,0.44124,-0.68671,-0.13559,0.31911,-0.11085,0.089522,-0.082423,0.12579,-0.30638,-0.27279,-0.27074,0.14224,-0.076776,0.10859,0.0084174,-0.42376,0.14563,-0.39998,-0.055818,-0.15523,0.13624,0.19401,0.30238,-0.20882,-0.44574,0.3116,0.70936,0.31198,-0.20826,0.17711,0.37522,-0.1438,-0.081411,0.32944,-0.24073,0.034046,-0.32458,0.074273,0.021366,0.05636,0.19437,-0.13189,-0.17127,0.36411,0.052434,-0.16596,0.0041393,-0.075716,0.18053,-0.12521,0.17369,0.15999,0.25053,-0.095408,0.23301,-0.53228,0.04129,-0.2557,0.19894,-0.07671,0.092789,0.19944,0.17786,-0.077451,0.26736,0.12856,0.24547,-0.10288,-0.17594,-0.15303
3.5276,-103.3,614.11,73.56,-3.2813,-0.40327,-1.3988,-0.55998,-1.2064,-0.81638,-1.3712,1.8813,-1.6898,0.29019,0.43558,0.088898,0.098585,1.0802,-0.99237,0.050724,-0.52813,0.21072,0.10956,-0.72279,0.37716,0.68973,0.078132,0.064508,0.14808,-1.1744,0.49286,0.39083,0.082332,0.16283,0.54719,-0.47373,-0.26479,0.2125,-0.10638,0.2745,-0.60396,-0.27102,0.08216,-0.028269,-0.0643,0.52453,-0.52555,0.5848,-0.024153,-0.08472,-0.30348,0.35036,-0.20497,-0.17089,-0.10549,-0.018031,-0.20833,-0.4285,-0.31289,-0.07105,-0.122,-0.15004,0.10396,-0.2234,0.028284,-0.34989,0.029572,-0.13802,0.0089374,0.469,-0.24435,0.28535,-0.01135,-0.58503,0.014396,-0.75812,0.065907,-0.34753,0.030602,0.095234,-0.32742,0.10977,-0.061123,-0.041792,-0.23335,0.11046,0.05195,-0.056999,-0.19137,-0.07878,-0.19477,0.18025,0.14007,-0.011819,0.43126,-0.096644,-0.13212,-0.10475,0.052027,0.13788,-0.12227,-0.17041,0.22922,-0.07468,0.30172,0.23605,-0.0042818,-0.081335,0.24213,-0.058917,-0.30118,-0.27434,0.19803,-0.021295,-0.34123,-0.0070083,0.13347,-0.25516,-0.25834,-0.085001
57.951,-36.928,73.56,396.86,-4.2196,-1.2302,2.7323,-0.57445,-1.0361,0.10493,-0.17482,1.2131,-0.075633,-0.27457,-0.86937,0.88313,0.71445,-0.85599,-0.55258,-0.26397,-0.14866,1.1569,0.72073,0.73044,0.32251,0.27067,-0.52025,0.059693,0.35435,0.27291,-0.37752,-0.30421,0.030217,0.0011379,0.41704,-0.15856,-0.29967,0.12629,-0.27564,-0.17963,0.18418,0.62065,0.17577,0.21863,-0.13285,0.17688,0.12169,0.14578,-0.046222,-0.15041,0.74406,0.62425,-0.32293,-0.099399,-0.53715,0.073502,0.36286,-0.11886,-0.64077,0.23647,0.07388,-0.60575,-0.11524,0.27856,0.20085,0.28027,-0.19907,0.35815,0.3621,-0.31177,0.55359,-0.27963,0.17691,0.41813,-0.26358,0.027384,0.5766,0.53845,0.11914,-0.093744,-0.076575,0.15678,0.16543,0.15547,-0.25523,0.087613,0.037945,-0.18554,0.30591,-0.1403,0.083278,0.1005,0.16093,0.12894,-0.17342,-0.021878,-0.12713,0.032312,0.17299,-0.2021,0.064802,-0.087627,-0.021095,0.069162,-0.010038,2.4041e-05,0.031434,-0.079392,-0.085921,-0.10953,0.051931,0.16661,-0.083466,0.006336,-0.010103,-0.29136,-0.0032624,-0.067916,-0.23941,0.054208
5.0408,0.5448,-3.2813,-4.2196,36.291,-1.03,-0.37638,-0.028444,0.49072,-0.67815,-0.44585,0.52293,-0.38404,0.199,-0.02431,0.10061,-0.097283,-0.10722,-0.083061,0.012008,0.0053904,-0.0097941,-0.24447,-0.20801,0.20297,0.083282,-0.19821,-0.28152,0.020285,-0.080476,0.044033,0.00076363,-0.09432,0.24204,-0.029508,-0.035627,-0.091716,-0.0012636,-0.0051322,0.00023111,0.028085,-0.069365,-0.019311,-0.13519,-0.16175,-0.090966,-0.025001,-0.041255,-0.12354,-0.14856,-0.12678,0.12701,0.25777,-0.0094073,0.080317,0.070862,-0.085195,0.058994,-0.028913,0.010939,-0.065735,0.003333,0.018289,0.00018232,0.0021984,-0.0010947,0.0072916,0.05034,-0.0087911,-0.004832,0.014724,0.016826,-0.014658,0.020015,0.0061311,-0.02577,0.013444,0.0024716,0.00093824,0.0080555,0.023225,0.042442,-0.016603,-0.0058281,-0.043288,0.037648,0.054863,-0.018708,0.016977,0.020853,-0.049255,0.036826,-0.012597,-0.017463,0.020963,0.0020579,-0.017728,-0.030637,-0.02742,0.00096258,-0.00056517,-0.033893,0.013756,0.016578,-0.014038,0.017507,-0.018319,-0.033351,-0.0082108,0.024194,0.011095,0.010088,-0.00085918,-0.0096864,-0.0035092,-0.025883,0.0082402,0.00018413,-0.018776,-0.0072077
-12.245,-3.0044,-0.40327,-1.2302,-1.03,26.955,-0.357,0.14241,0.60729,-0.45185,-0.15295,0.38902,-0.23342,-0.07169,-0.19682,0.041148,0.23211,-0.032542,-0.099101,-0.032957,0.21233,-0.040746,-0.069066,0.020051,0.19709,0.10246,-0.081285,0.044663,-0.050458,-0.10641,-0.092646,0.10292,-0.055896,0.19388,-0.14372,0.053339,0.020094,0.08267,-0.089118,0.087814,0.05679,-0.052372,-0.037637,-0.095359,-0.041211,-0.089838,0.03884,0.02923,-0.092405,-0.13247,-0.036297,0.077156,0.05403,0.066015,0.061066,-0.0054188,0.058514,-0.021313,-0.045762,0.014341,-0.0068427,-0.044402,-0.00065456,-0.0089077,0.016758,-0.030419,0.016552,0.014228,0.042807,-0.033755,-0.032154,0.020329,-0.020961,-0.027116,-0.043836,-0.045344,0.0080251,0.008424,-0.0079604,0.0068405,0.039008,-0.0082306,0.00684,0.014368,-0.028076,0.039161,0.037408,0.005222,0.028216,-0.014222,-0.025078,0.004344,-0.037495,-0.045878,-0.048852,0.012033,0.014154,0.015244,0.054345,-0.0093485,0.017068,-0.0021124,0.0089374,0.01383,0.025383,-0.021717,0.014166,-0.018233,0.00278,-0.010185,0.02899,0.0082633,0.0092407,0.019508,0.0010161,-0.0061524,0.0063724,-0.0084019,0.0088837,-0.0013477
-10.318,0.72764,-1.3988,2.7323,-0.37638,-0.357,13.928,-0.24289,0.075609,-0.70789,-0.17962,0.24165,-0.28573,0.092708,-0.017437,-0.0073579,0.19273,-0.075723,-0.048335,0.06942,-0.17047,-0.0085069,-0.097995,-0.095469,0.0068892,0.025401,-0.0047525,0.033147,-0.10996,-0.024294,0.068603,0.040597,-0.042875,0.02894,-0.012836,-0.032803,-0.038564,0.014328,-0.042241,0.036892,0.004779,-0.073447,-0.083029,-0.037557,-0.10106,-0.010038,-0.031825,-0.051585,-0.0012349,-0.019473,-0.049477,-0.089228,-0.046954,-0.059544,0.057557,-0.0024983,-0.054447,0.023265,-0.003881,0.046019,-0.077524,-0.047855,-0.048209,-0.004806,-0.00020426,-0.020919,0.024042,-0.0020745,-0.0012466,-0.045853,-0.041595,0.034587,-0.030214,0.041175,-0.023757,0.0069008,-0.0013899,-0.023123,-0.0099917,0.040137,0.032754,0.022213,-0.0073148,-0.0076682,-0.015556,0.0087276,0.0025733,-0.0026689,-0.0022594,-0.015886,0.016348,-0.020681,-0.023302,0.0025184,-0.022276,0.030795,0.0058385,0.041016,0.0077145,0.019139,0.001118,-0.017031,0.0064487,0.013332,-0.020411,-0.024121,-0.0046161,-0.029801,-0.0022624,0.0037284,0.040313,0.01257,0.011018,-0.032022,-0.0047301,0.0023822,0.0051369,0.0078942,0.01738,-0.0092581
-3.7161,-1.6575,-0.55998,-0.57445,-0.028444,0.14241,-0.24289,6.1269,-0.26446,-0.41864,-0.066009,0.24296,-0.069344,0.006136,0.10091,0.039131,0.088415,-0.020349,-0.044867,-0.0024156,0.052166,0.16035,-0.00391,-0.059233,0.069074,-0.037389,0.039432,0.041403,0.032308,-0.015101,0.041129,-0.012254,-0.055385,0.040177,-0.014342,-0.023977,0.030272,0.018987,0.054545,0.0039246,-0.010881,-0.015002,0.04972,-0.067024,0.09581,-0.019767,-0.033018,0.0038913,-0.0079004,0.048652,-0.041863,0.032516,0.01557,0.033225,-0.049365,0.058385,-0.070034,0.010626,-0.041395,0.049819,-0.013189,-0.034084,-0.039481,0.017869,0.012818,-0.02397,-0.0028048,-0.018743,0.0094774,-0.019825,0.0077258,0.01128,-0.00485,-0.0037626,0.012046,-0.0090113,0.0070417,-0.012041,0.013481,-0.0057384,0.014987,-0.0069693,0.0029279,0.0096761,-0.011039,0.035126,0.0021065,0.015734,0.0072344,-0.0070877,-0.00088306,0.0045666,-0.0010244,-0.049652,-0.025638,0.01556,0.012754,0.0017687,-0.0001467,-0.012948,0.011709,-0.0018657,0.013039,-0.0005025,0.010116,0.0018664,-0.011298,-0.0016194,-0.008878,0.0054016,-0.0087966,-0.0041633,0.00060472,0.0085223,-0.00083555,0.0082314,0.0012682,-0.00077697,-0.003411,-0.00074182
4.8625,2.3962,-1.2064,-1.0361,0.49072,0.60729,0.075609,-0.26446,4.9737,0.093472,0.089854,-0.12122,0.14718,0.019043,-0.34508,0.030007,-0.15972,-0.016961,0.10964,0.094869,-0.053166,-0.055125,0.007287,-0.089322,0.017217,-0.034434,0.021784,-0.09445,-0.10963,-0.080327,-0.095685,0.022407,0.057147,0.010771,0.026196,0.010004,-0.010028,0.013742,-0.0081827,0.06047,0.00095383,-0.0097155,-0.070357,0.026086,-0.066687,-0.040669,-0.0275,-0.027266,0.015865,0.02702,0.039135,-0.0025636,-0.020764,-0.017624,0.0038766,0.022911,-0.042114,-0.028986,-0.011527,0.036426,-0.01262,0.038172,-0.005797,0.0097447,0.00035955,-0.014528,0.0085765,0.023864,0.00045452,-0.022819,0.01237,0.0083472,-0.0034992,0.0086979,0.011526,-0.017166,0.0035853,0.016201,0.0086755,0.020387,-0.011398,0.0044908,-0.0095368,-0.002895,0.01427,0.0019241,0.028815,-0.025649,0.019114,0.025327,-0.016935,-0.010667,-0.01423,-0.029823,-0.015208,-0.007112,0.009158,-0.0011571,0.010766,0.0021999,-0.0025547,0.016643,-0.015697,0.011301,-0.0027298,-0.00080469,0.0050426,0.011859,0.0059161,-0.00019853,0.0076024,0.00099267,-0.015237,0.0058853,0.012314,-0.0039049,0.003944,0.014306,-0.0074855,0.0032266
-6.9726,-1.9764,-0.81638,0.10493,-0.67815,-0.45185,-0.70789,-0.41864,0.093472,3.5397,-0.16463,0.2262,-0.48513,0.14663,-0.15881,0.22795,0.16666,0.097272,-0.073703,0.12368,-0.060469,0.065471,-0.039016,-0.18417,0.0024972,0.059929,-0.047827,0.036996,-0.013589,-0.10395,0.10729,0.046139,-0.067843,0.020179,-0.061632,-0.08799,-0.068185,-0.060075,-0.040409,0.016226,-0.030197,-0.056733,-0.031108,-0.096259,-0.028089,-0.019697,-0.042592,-0.018593,0.025467,0.013159,-0.095689,-0.053048,0.021085,0.021211,0.0063818,-0.034791,-0.017688,-0.0018669,-3.2813e-05,0.0068156,-0.049953,-0.0055694,-0.031654,-0.0076417,0.0022228,-0.020463,0.01504,0.013422,0.015983,-0.0034042,-0.016223,0.023436,-0.035497,-0.030977,-0.045454,0.00035109,-0.0011493,-0.0050836,-0.008144,0.0093442,0.0068531,0.019776,0.00073398,0.00039584,-0.0088446,0.017609,0.019465,0.016601,0.0093608,-0.019392,-0.015299,0.0052988,-0.029073,-0.0080139,-0.013212,0.016565,-0.0056076,0.00050018,0.0061395,-0.00023941,0.0078435,0.0058607,0.021994,0.014509,0.0043999,0.013225,-0.022814,-0.0046811,-0.0075181,0.02563,-0.01822,-0.015377,0.012996,0.012355,-0.016355,-0.0034267,0.0039104,0.0041766,-0.0060329,-0.0076509
